PPN_TP_Record,GND_ID
101726422,http://d-nb.info/gnd/115607803
101726414,http://d-nb.info/gnd/115576851
101726309,http://d-nb.info/gnd/100969992
101710518,http://d-nb.info/gnd/123392683
101600852,http://d-nb.info/gnd/123367913
101598483,http://d-nb.info/gnd/123355370
10159822X,http://d-nb.info/gnd/123354188
101400993,http://d-nb.info/gnd/123348099
101400136,http://d-nb.info/gnd/123337836
101399081,http://d-nb.info/gnd/118142763
101399065,http://d-nb.info/gnd/117437247
10139893X,http://d-nb.info/gnd/115796134
101398875,http://d-nb.info/gnd/100997600
101398859,http://d-nb.info/gnd/11922982X
101377681,http://d-nb.info/gnd/104336331
101344201,http://d-nb.info/gnd/115484809
101308655,http://d-nb.info/gnd/123338174
101300921,http://d-nb.info/gnd/122785827
101300883,http://d-nb.info/gnd/120186624
101300794,http://d-nb.info/gnd/115702059
101187874,http://d-nb.info/gnd/123313643
101185553,http://d-nb.info/gnd/123284384
101185480,http://d-nb.info/gnd/123238560
10118543X,http://d-nb.info/gnd/122822811
101185278,http://d-nb.info/gnd/116125446
101185251,http://d-nb.info/gnd/115600817
101178263,http://d-nb.info/gnd/123318041
101054602,http://d-nb.info/gnd/123296501
101053746,http://d-nb.info/gnd/12328886X
101051999,http://d-nb.info/gnd/123281202
101051719,http://d-nb.info/gnd/123279933
101051220,http://d-nb.info/gnd/120718189
101051131,http://d-nb.info/gnd/117496790
101051018,http://d-nb.info/gnd/116198648
101050968,http://d-nb.info/gnd/115770348
100746225,http://d-nb.info/gnd/123273714
10055122X,http://d-nb.info/gnd/123249147
100551149,http://d-nb.info/gnd/123248701
100551025,http://d-nb.info/gnd/123248035
100472397,http://d-nb.info/gnd/123249120
100463517,http://d-nb.info/gnd/123234875
100462553,http://d-nb.info/gnd/122223284
100461883,http://d-nb.info/gnd/12324837X
100374832,http://d-nb.info/gnd/123220912
100373798,http://d-nb.info/gnd/100942830
100264603,http://d-nb.info/gnd/123215781
100264107,http://d-nb.info/gnd/12321419X
100245773,http://d-nb.info/gnd/123217814
100170811,http://d-nb.info/gnd/123187168
100170781,http://d-nb.info/gnd/123186358
10017065X,http://d-nb.info/gnd/123186188
100170552,http://d-nb.info/gnd/123185823
100169996,http://d-nb.info/gnd/123174821
100169627,http://d-nb.info/gnd/117237159
100160212,http://d-nb.info/gnd/115429689
10011623X,http://d-nb.info/gnd/123188814
100115365,http://d-nb.info/gnd/12318861X
100082963,http://d-nb.info/gnd/123177529
100082939,http://d-nb.info/gnd/123177154
100082424,http://d-nb.info/gnd/123172217
100082033,http://d-nb.info/gnd/123169259
100081541,http://d-nb.info/gnd/123168694
100081525,http://d-nb.info/gnd/123168678
100080626,http://d-nb.info/gnd/123131790
100080502,http://d-nb.info/gnd/121625818
100080219,http://d-nb.info/gnd/120246910
99987589,http://d-nb.info/gnd/123162599
99987414,http://d-nb.info/gnd/123161509
99984563,http://d-nb.info/gnd/123142962
99900408,http://d-nb.info/gnd/123140803
99900173,http://d-nb.info/gnd/123137551
99887606,http://d-nb.info/gnd/123143888
99887584,http://d-nb.info/gnd/123143861
09988755X,http://d-nb.info/gnd/123143845
99809362,http://d-nb.info/gnd/123126150
99808595,http://d-nb.info/gnd/123119308
99808013,http://d-nb.info/gnd/123060125
99807963,http://d-nb.info/gnd/122884892
99807726,http://d-nb.info/gnd/116132655
99747863,http://d-nb.info/gnd/123119235
99706520,http://d-nb.info/gnd/123111889
99705567,http://d-nb.info/gnd/123103827
99705192,http://d-nb.info/gnd/123100410
99704927,http://d-nb.info/gnd/120880679
09970479X,http://d-nb.info/gnd/105085154
99663759,http://d-nb.info/gnd/123106052
99663406,http://d-nb.info/gnd/123105978
99662558,http://d-nb.info/gnd/123105668
99598205,http://d-nb.info/gnd/123087880
99598175,http://d-nb.info/gnd/123087570
99597926,http://d-nb.info/gnd/12308587X
99498138,http://d-nb.info/gnd/121631419
99498049,http://d-nb.info/gnd/118005626
99497808,http://d-nb.info/gnd/116796197
99497522,http://d-nb.info/gnd/100018335
99489775,http://d-nb.info/gnd/123085128
99488337,http://d-nb.info/gnd/120990040
99407221,http://d-nb.info/gnd/123069106
99406853,http://d-nb.info/gnd/123066379
99406667,http://d-nb.info/gnd/123065038
99405822,http://d-nb.info/gnd/123060230
99405784,http://d-nb.info/gnd/123060133
09940575X,http://d-nb.info/gnd/123060095
99405253,http://d-nb.info/gnd/123057914
99404338,http://d-nb.info/gnd/123018420
99404303,http://d-nb.info/gnd/123015049
99404265,http://d-nb.info/gnd/122992008
09940415X,http://d-nb.info/gnd/118153625
99390558,http://d-nb.info/gnd/123069408
99326329,http://d-nb.info/gnd/12304846X
99325845,http://d-nb.info/gnd/123046114
99325454,http://d-nb.info/gnd/12304409X
99325306,http://d-nb.info/gnd/123042518
99324261,http://d-nb.info/gnd/121700720
99324229,http://d-nb.info/gnd/118167162
09932413X,http://d-nb.info/gnd/116968664
99324032,http://d-nb.info/gnd/116447788
99294923,http://d-nb.info/gnd/123055237
99294338,http://d-nb.info/gnd/116628065
99291681,http://d-nb.info/gnd/100967191
99286807,http://d-nb.info/gnd/123053013
99278855,http://d-nb.info/gnd/123051460
99274574,http://d-nb.info/gnd/123049849
99250306,http://d-nb.info/gnd/102405891
99249944,http://d-nb.info/gnd/102470227
99249499,http://d-nb.info/gnd/120782251
09924800X,http://d-nb.info/gnd/120508419
99247755,http://d-nb.info/gnd/123042887
99236826,http://d-nb.info/gnd/123035937
99236125,http://d-nb.info/gnd/123032806
99233088,http://d-nb.info/gnd/122839161
99232693,http://d-nb.info/gnd/116203137
99125293,http://d-nb.info/gnd/123026008
99080508,http://d-nb.info/gnd/123016347
99080478,http://d-nb.info/gnd/123016002
99079577,http://d-nb.info/gnd/123011655
99079461,http://d-nb.info/gnd/123011418
99079194,http://d-nb.info/gnd/123010152
99077442,http://d-nb.info/gnd/116572736
99033437,http://d-nb.info/gnd/123013836
99023334,http://d-nb.info/gnd/123013054
98980262,http://d-nb.info/gnd/123000971
98979787,http://d-nb.info/gnd/122999150
98977768,http://d-nb.info/gnd/122986032
98977504,http://d-nb.info/gnd/120635224
98977458,http://d-nb.info/gnd/118115138
98892274,http://d-nb.info/gnd/122981367
98892169,http://d-nb.info/gnd/122981200
98891375,http://d-nb.info/gnd/122974484
98890603,http://d-nb.info/gnd/121412326
09889059X,http://d-nb.info/gnd/120753936
98890484,http://d-nb.info/gnd/116773456
98890379,http://d-nb.info/gnd/100966772
98795317,http://d-nb.info/gnd/12296439X
09879468X,http://d-nb.info/gnd/122958179
98794299,http://d-nb.info/gnd/122955676
98750321,http://d-nb.info/gnd/117662127
98693840,http://d-nb.info/gnd/122952197
98692836,http://d-nb.info/gnd/122924584
98692682,http://d-nb.info/gnd/117003743
98608363,http://d-nb.info/gnd/122939298
98606816,http://d-nb.info/gnd/122927486
98606611,http://d-nb.info/gnd/122925777
98605747,http://d-nb.info/gnd/116743581
98560654,http://d-nb.info/gnd/122937147
98534033,http://d-nb.info/gnd/12292925X
98501542,http://d-nb.info/gnd/122926250
98491830,http://d-nb.info/gnd/122905334
98491784,http://d-nb.info/gnd/122905199
98491490,http://d-nb.info/gnd/122904257
98491261,http://d-nb.info/gnd/122359712
98491253,http://d-nb.info/gnd/12219327X
98491105,http://d-nb.info/gnd/11736746X
98490974,http://d-nb.info/gnd/104359676
98406957,http://d-nb.info/gnd/122901185
98406930,http://d-nb.info/gnd/122901150
98406922,http://d-nb.info/gnd/122901126
98406906,http://d-nb.info/gnd/122901053
98406884,http://d-nb.info/gnd/122901029
98406302,http://d-nb.info/gnd/122898567
98406272,http://d-nb.info/gnd/122898532
98404784,http://d-nb.info/gnd/122890574
98404164,http://d-nb.info/gnd/122879015
98404156,http://d-nb.info/gnd/122870727
98404067,http://d-nb.info/gnd/122252519
98404059,http://d-nb.info/gnd/12217853X
98404040,http://d-nb.info/gnd/121985296
98404032,http://d-nb.info/gnd/121820904
98403974,http://d-nb.info/gnd/121226220
09830917X,http://d-nb.info/gnd/122880293
98308874,http://d-nb.info/gnd/12287790X
98308378,http://d-nb.info/gnd/122867793
98222384,http://d-nb.info/gnd/122858824
98221639,http://d-nb.info/gnd/122853717
98221477,http://d-nb.info/gnd/122687000
98221442,http://d-nb.info/gnd/122652568
98221345,http://d-nb.info/gnd/120874466
98221337,http://d-nb.info/gnd/120367939
98143034,http://d-nb.info/gnd/122862554
98101331,http://d-nb.info/gnd/122856023
98097687,http://d-nb.info/gnd/122852532
98096990,http://d-nb.info/gnd/122847059
98096753,http://d-nb.info/gnd/122846451
98095838,http://d-nb.info/gnd/122843428
98095641,http://d-nb.info/gnd/122842626
09809551X,http://d-nb.info/gnd/122522273
09809548X,http://d-nb.info/gnd/121137996
98095455,http://d-nb.info/gnd/120060701
98095366,http://d-nb.info/gnd/115815201
98030418,http://d-nb.info/gnd/122841131
98029096,http://d-nb.info/gnd/122832132
98027328,http://d-nb.info/gnd/121004821
98027220,http://d-nb.info/gnd/117750379
98004883,http://d-nb.info/gnd/122839676
97686085,http://d-nb.info/gnd/122800095
97685968,http://d-nb.info/gnd/12279916X
97685828,http://d-nb.info/gnd/122798198
96513659,http://d-nb.info/gnd/122791150
96513497,http://d-nb.info/gnd/122789784
96512172,http://d-nb.info/gnd/122783174
96511036,http://d-nb.info/gnd/122777786
96510854,http://d-nb.info/gnd/122426827
96510781,http://d-nb.info/gnd/12003784X
96510765,http://d-nb.info/gnd/117761478
96510528,http://d-nb.info/gnd/115614397
96467797,http://d-nb.info/gnd/121970736
96466898,http://d-nb.info/gnd/115733914
96464909,http://d-nb.info/gnd/104362383
96409371,http://d-nb.info/gnd/122780639
96409215,http://d-nb.info/gnd/122772482
09640891X,http://d-nb.info/gnd/122770552
96408049,http://d-nb.info/gnd/122766393
09640678X,http://d-nb.info/gnd/122753836
96406631,http://d-nb.info/gnd/121389499
96406569,http://d-nb.info/gnd/12019564X
96406437,http://d-nb.info/gnd/117303275
96406224,http://d-nb.info/gnd/10841695X
96345217,http://d-nb.info/gnd/11614419X
96343877,http://d-nb.info/gnd/122777042
96332395,http://d-nb.info/gnd/116237317
96299533,http://d-nb.info/gnd/122764277
96256028,http://d-nb.info/gnd/12276076X
96252928,http://d-nb.info/gnd/122639278
09625274X,http://d-nb.info/gnd/117680729
96151870,http://d-nb.info/gnd/122742753
96151803,http://d-nb.info/gnd/122742605
96150815,http://d-nb.info/gnd/122736567
96150475,http://d-nb.info/gnd/122735498
96150076,http://d-nb.info/gnd/122732650
96149507,http://d-nb.info/gnd/122730887
96149337,http://d-nb.info/gnd/122729943
96148594,http://d-nb.info/gnd/122728025
09614856X,http://d-nb.info/gnd/122727908
96148349,http://d-nb.info/gnd/122715837
96148284,http://d-nb.info/gnd/122516214
96148268,http://d-nb.info/gnd/122425448
96148098,http://d-nb.info/gnd/117446122
96147814,http://d-nb.info/gnd/116287233
96147806,http://d-nb.info/gnd/116274611
96043288,http://d-nb.info/gnd/122725573
96041587,http://d-nb.info/gnd/122718577
09604084X,http://d-nb.info/gnd/122716477
96040246,http://d-nb.info/gnd/12271427X
96039329,http://d-nb.info/gnd/122709543
96038950,http://d-nb.info/gnd/122696913
96038713,http://d-nb.info/gnd/120088509
95803483,http://d-nb.info/gnd/122707338
95803378,http://d-nb.info/gnd/122706811
09580322X,http://d-nb.info/gnd/122706196
09579946X,http://d-nb.info/gnd/122681665
95798706,http://d-nb.info/gnd/104350091
95798676,http://d-nb.info/gnd/101780591
95679782,http://d-nb.info/gnd/122685679
95679677,http://d-nb.info/gnd/122685385
95679596,http://d-nb.info/gnd/122685210
95679200,http://d-nb.info/gnd/122683633
95679170,http://d-nb.info/gnd/122683404
95678719,http://d-nb.info/gnd/122680502
95678190,http://d-nb.info/gnd/122678826
95678182,http://d-nb.info/gnd/122678818
95677232,http://d-nb.info/gnd/122675568
95676996,http://d-nb.info/gnd/122674618
95675353,http://d-nb.info/gnd/122046056
95675280,http://d-nb.info/gnd/121546608
09567523X,http://d-nb.info/gnd/121417247
95674969,http://d-nb.info/gnd/116641843
95639578,http://d-nb.info/gnd/122678842
95638628,http://d-nb.info/gnd/122678540
95587829,http://d-nb.info/gnd/122664485
95586873,http://d-nb.info/gnd/122657470
95585737,http://d-nb.info/gnd/121496120
95585478,http://d-nb.info/gnd/116376961
09558546X,http://d-nb.info/gnd/116205423
95462414,http://d-nb.info/gnd/122644751
95462406,http://d-nb.info/gnd/122644743
95460942,http://d-nb.info/gnd/120714914
09546087X,http://d-nb.info/gnd/117415537
95460764,http://d-nb.info/gnd/116246111
95460721,http://d-nb.info/gnd/114300739
95304185,http://d-nb.info/gnd/122620186
95304061,http://d-nb.info/gnd/122618629
95303561,http://d-nb.info/gnd/122615379
95303529,http://d-nb.info/gnd/122614984
95199950,http://d-nb.info/gnd/122610997
95199640,http://d-nb.info/gnd/122607414
95199233,http://d-nb.info/gnd/122605756
95198717,http://d-nb.info/gnd/122603125
95198172,http://d-nb.info/gnd/122585291
95113142,http://d-nb.info/gnd/12257110X
95113029,http://d-nb.info/gnd/12248245X
09511291X,http://d-nb.info/gnd/116919329
95112863,http://d-nb.info/gnd/116699051
95002928,http://d-nb.info/gnd/122579666
95002502,http://d-nb.info/gnd/122575865
95001697,http://d-nb.info/gnd/120526107
95001476,http://d-nb.info/gnd/116715804
95001344,http://d-nb.info/gnd/10775035X
94868131,http://d-nb.info/gnd/12255602X
94868018,http://d-nb.info/gnd/122555341
09486702X,http://d-nb.info/gnd/10407681X
94866996,http://d-nb.info/gnd/101840926
94815143,http://d-nb.info/gnd/100961754
94814805,http://d-nb.info/gnd/122559274
94814163,http://d-nb.info/gnd/122559045
94747717,http://d-nb.info/gnd/122549538
94746621,http://d-nb.info/gnd/122549074
94746451,http://d-nb.info/gnd/122548981
94670900,http://d-nb.info/gnd/122534719
94664137,http://d-nb.info/gnd/12252229X
94664099,http://d-nb.info/gnd/122522109
94663726,http://d-nb.info/gnd/122519760
94662509,http://d-nb.info/gnd/122358759
94662401,http://d-nb.info/gnd/120449935
94662339,http://d-nb.info/gnd/116988746
94661561,http://d-nb.info/gnd/122534107
94557535,http://d-nb.info/gnd/122514521
94557276,http://d-nb.info/gnd/12251355X
94556784,http://d-nb.info/gnd/122509129
94556431,http://d-nb.info/gnd/122507398
94555710,http://d-nb.info/gnd/122504739
94555362,http://d-nb.info/gnd/122502094
94553939,http://d-nb.info/gnd/12245510X
94553785,http://d-nb.info/gnd/121041905
94553440,http://d-nb.info/gnd/11556974X
94455554,http://d-nb.info/gnd/122495721
94453160,http://d-nb.info/gnd/121358577
09445311X,http://d-nb.info/gnd/120367726
94452881,http://d-nb.info/gnd/115639357
94452865,http://d-nb.info/gnd/115589821
94452857,http://d-nb.info/gnd/115484108
94398453,http://d-nb.info/gnd/122491947
94332541,http://d-nb.info/gnd/122473116
94331626,http://d-nb.info/gnd/12246673X
94331022,http://d-nb.info/gnd/122148207
94330735,http://d-nb.info/gnd/116087749
94330727,http://d-nb.info/gnd/116072628
94228590,http://d-nb.info/gnd/122461444
94228299,http://d-nb.info/gnd/12245846X
94226385,http://d-nb.info/gnd/12244860X
94226199,http://d-nb.info/gnd/122447751
94225869,http://d-nb.info/gnd/122403363
94225710,http://d-nb.info/gnd/120706458
94225702,http://d-nb.info/gnd/12066688X
94225605,http://d-nb.info/gnd/11664155X
94225591,http://d-nb.info/gnd/116090286
94107785,http://d-nb.info/gnd/122433505
94107564,http://d-nb.info/gnd/12242901X
94106975,http://d-nb.info/gnd/122373146
09410655X,http://d-nb.info/gnd/121349527
09408761X,http://d-nb.info/gnd/122441192
94025657,http://d-nb.info/gnd/122419898
94024839,http://d-nb.info/gnd/122413172
94024278,http://d-nb.info/gnd/120610302
93921977,http://d-nb.info/gnd/122410319
09392061X,http://d-nb.info/gnd/122399684
93920482,http://d-nb.info/gnd/122399218
93920318,http://d-nb.info/gnd/122398130
93920032,http://d-nb.info/gnd/122397703
93920016,http://d-nb.info/gnd/122397673
93919476,http://d-nb.info/gnd/122395506
93919433,http://d-nb.info/gnd/122394135
93919352,http://d-nb.info/gnd/121853659
93919344,http://d-nb.info/gnd/121834816
93919298,http://d-nb.info/gnd/120738279
93919182,http://d-nb.info/gnd/117281174
93835477,http://d-nb.info/gnd/122394607
09383313X,http://d-nb.info/gnd/11635142X
93734379,http://d-nb.info/gnd/122379136
93734018,http://d-nb.info/gnd/122377486
09373400X,http://d-nb.info/gnd/122377133
09373395X,http://d-nb.info/gnd/12237696X
93732953,http://d-nb.info/gnd/122370961
93732279,http://d-nb.info/gnd/116750057
93732228,http://d-nb.info/gnd/116061707
93726392,http://d-nb.info/gnd/122386744
93725760,http://d-nb.info/gnd/122386574
93725418,http://d-nb.info/gnd/12238640X
93623283,http://d-nb.info/gnd/122365003
93621981,http://d-nb.info/gnd/122357116
09362140X,http://d-nb.info/gnd/122353129
93621132,http://d-nb.info/gnd/116008717
93563272,http://d-nb.info/gnd/122356829
93537654,http://d-nb.info/gnd/122346688
93536399,http://d-nb.info/gnd/121424049
93455526,http://d-nb.info/gnd/122332369
93455216,http://d-nb.info/gnd/122330811
93453531,http://d-nb.info/gnd/122326245
93453442,http://d-nb.info/gnd/122325680
93453434,http://d-nb.info/gnd/122325605
93453388,http://d-nb.info/gnd/122325125
93453213,http://d-nb.info/gnd/122324846
93452578,http://d-nb.info/gnd/117160121
93452411,http://d-nb.info/gnd/116183853
93452373,http://d-nb.info/gnd/115867163
93417187,http://d-nb.info/gnd/122187970
93416938,http://d-nb.info/gnd/122187172
93416415,http://d-nb.info/gnd/122182413
93416105,http://d-nb.info/gnd/122179463
93415699,http://d-nb.info/gnd/121970949
93415672,http://d-nb.info/gnd/121868214
93415648,http://d-nb.info/gnd/121443345
09341563X,http://d-nb.info/gnd/121104788
93415621,http://d-nb.info/gnd/12096967X
93381409,http://d-nb.info/gnd/122320913
93378823,http://d-nb.info/gnd/122308476
93378742,http://d-nb.info/gnd/122308077
93378521,http://d-nb.info/gnd/122281004
93378297,http://d-nb.info/gnd/120477750
93378092,http://d-nb.info/gnd/116968257
93314604,http://d-nb.info/gnd/122323203
93284152,http://d-nb.info/gnd/12231624X
93284098,http://d-nb.info/gnd/122316193
09328389X,http://d-nb.info/gnd/122316096
93283180,http://d-nb.info/gnd/122315375
93254083,http://d-nb.info/gnd/122293487
09325394X,http://d-nb.info/gnd/122292111
93253389,http://d-nb.info/gnd/122282264
93253036,http://d-nb.info/gnd/116724862
93240538,http://d-nb.info/gnd/122309014
09319921X,http://d-nb.info/gnd/122293886
93198361,http://d-nb.info/gnd/122293118
93170912,http://d-nb.info/gnd/122271939
93170815,http://d-nb.info/gnd/122271165
09316971X,http://d-nb.info/gnd/117640980
93083564,http://d-nb.info/gnd/122254155
93082312,http://d-nb.info/gnd/122226836
93082304,http://d-nb.info/gnd/122223837
93082096,http://d-nb.info/gnd/117289337
93081944,http://d-nb.info/gnd/116552794
09308174X,http://d-nb.info/gnd/100713629
92981194,http://d-nb.info/gnd/122240049
92980627,http://d-nb.info/gnd/122238338
09298049X,http://d-nb.info/gnd/122236343
09297998X,http://d-nb.info/gnd/122232666
92978932,http://d-nb.info/gnd/100807402
92920292,http://d-nb.info/gnd/122239725
92919200,http://d-nb.info/gnd/122239369
92868665,http://d-nb.info/gnd/117066915
92868584,http://d-nb.info/gnd/115717846
92868568,http://d-nb.info/gnd/104302763
92771637,http://d-nb.info/gnd/122210697
92770312,http://d-nb.info/gnd/122204301
92768814,http://d-nb.info/gnd/115836810
09276858X,http://d-nb.info/gnd/120736780
92747426,http://d-nb.info/gnd/120890658
92517692,http://d-nb.info/gnd/122176278
92515843,http://d-nb.info/gnd/122158970
92515584,http://d-nb.info/gnd/122155386
92515444,http://d-nb.info/gnd/121749061
91971438,http://d-nb.info/gnd/121980286
09197125X,http://d-nb.info/gnd/11657772X
91816203,http://d-nb.info/gnd/122139364
91815215,http://d-nb.info/gnd/122130928
91814979,http://d-nb.info/gnd/122128265
91814901,http://d-nb.info/gnd/122127919
09181460X,http://d-nb.info/gnd/122126777
91814405,http://d-nb.info/gnd/122125886
91814243,http://d-nb.info/gnd/122124103
91814065,http://d-nb.info/gnd/121366375
91813883,http://d-nb.info/gnd/116915633
91813727,http://d-nb.info/gnd/11558871X
91813646,http://d-nb.info/gnd/102414939
91753643,http://d-nb.info/gnd/12213267X
09172175X,http://d-nb.info/gnd/122121864
09172046X,http://d-nb.info/gnd/122111613
91719909,http://d-nb.info/gnd/120119307
91649943,http://d-nb.info/gnd/122107012
91649382,http://d-nb.info/gnd/122101677
91649358,http://d-nb.info/gnd/122101626
91649080,http://d-nb.info/gnd/122100875
09164867X,http://d-nb.info/gnd/122099613
91648386,http://d-nb.info/gnd/12129448X
09154985X,http://d-nb.info/gnd/122090632
91549388,http://d-nb.info/gnd/122085159
91549078,http://d-nb.info/gnd/115646736
91477174,http://d-nb.info/gnd/122082370
91477069,http://d-nb.info/gnd/122080831
91476356,http://d-nb.info/gnd/122075676
91473861,http://d-nb.info/gnd/122065123
91473519,http://d-nb.info/gnd/122063619
91473276,http://d-nb.info/gnd/121961117
91473268,http://d-nb.info/gnd/121853896
91473241,http://d-nb.info/gnd/121774112
91473160,http://d-nb.info/gnd/121478041
91473128,http://d-nb.info/gnd/12126582X
91472598,http://d-nb.info/gnd/115689826
91381371,http://d-nb.info/gnd/122061187
91380472,http://d-nb.info/gnd/12205461X
91380421,http://d-nb.info/gnd/122054318
91380413,http://d-nb.info/gnd/12205427X
91380375,http://d-nb.info/gnd/122053869
91380359,http://d-nb.info/gnd/122053745
91380324,http://d-nb.info/gnd/122053494
91379482,http://d-nb.info/gnd/122051580
91378001,http://d-nb.info/gnd/121700348
91377986,http://d-nb.info/gnd/121530183
91377978,http://d-nb.info/gnd/121439178
91377935,http://d-nb.info/gnd/120838877
91377900,http://d-nb.info/gnd/120385171
91377897,http://d-nb.info/gnd/120233266
91377692,http://d-nb.info/gnd/116411023
91377684,http://d-nb.info/gnd/116309695
91377285,http://d-nb.info/gnd/116236523
91322898,http://d-nb.info/gnd/122042875
09132193X,http://d-nb.info/gnd/122037103
91321093,http://d-nb.info/gnd/122031946
91319994,http://d-nb.info/gnd/12074242X
91319927,http://d-nb.info/gnd/120081482
91319919,http://d-nb.info/gnd/117622567
09131979X,http://d-nb.info/gnd/116671327
91319609,http://d-nb.info/gnd/100317278
91217369,http://d-nb.info/gnd/122025180
91216206,http://d-nb.info/gnd/122017617
91215471,http://d-nb.info/gnd/121917088
91215277,http://d-nb.info/gnd/10460834X
91151511,http://d-nb.info/gnd/121965783
91151414,http://d-nb.info/gnd/116260262
91084873,http://d-nb.info/gnd/121999882
91084806,http://d-nb.info/gnd/121998436
91084458,http://d-nb.info/gnd/121996492
91083664,http://d-nb.info/gnd/121992381
91081955,http://d-nb.info/gnd/117299065
91072603,http://d-nb.info/gnd/121980197
91072085,http://d-nb.info/gnd/121978281
91069424,http://d-nb.info/gnd/116896531
91069270,http://d-nb.info/gnd/114283850
90930576,http://d-nb.info/gnd/107380153
90925823,http://d-nb.info/gnd/121960404
90925637,http://d-nb.info/gnd/121959112
90923006,http://d-nb.info/gnd/121749843
90922840,http://d-nb.info/gnd/117225967
90916638,http://d-nb.info/gnd/121931196
90916468,http://d-nb.info/gnd/121928543
90915143,http://d-nb.info/gnd/121807347
90915070,http://d-nb.info/gnd/121000206
90915062,http://d-nb.info/gnd/120929651
90915046,http://d-nb.info/gnd/120730936
90914929,http://d-nb.info/gnd/117514691
90914821,http://d-nb.info/gnd/117356786
90907426,http://d-nb.info/gnd/115641858
90898591,http://d-nb.info/gnd/121892204
09089846X,http://d-nb.info/gnd/121890104
90898419,http://d-nb.info/gnd/121889823
90898214,http://d-nb.info/gnd/121885844
90897986,http://d-nb.info/gnd/121880958
09089765X,http://d-nb.info/gnd/12183350X
90897552,http://d-nb.info/gnd/117456829
90897501,http://d-nb.info/gnd/116621257
90893883,http://d-nb.info/gnd/121876225
90893115,http://d-nb.info/gnd/121865479
90892119,http://d-nb.info/gnd/121854442
90887360,http://d-nb.info/gnd/121856518
09088695X,http://d-nb.info/gnd/121852474
90886747,http://d-nb.info/gnd/121850129
90885651,http://d-nb.info/gnd/121840751
90877799,http://d-nb.info/gnd/121819647
90877330,http://d-nb.info/gnd/115639403
90877314,http://d-nb.info/gnd/115577335
90877276,http://d-nb.info/gnd/104366575
90869125,http://d-nb.info/gnd/121816877
90867211,http://d-nb.info/gnd/121807061
90865839,http://d-nb.info/gnd/121774775
90865812,http://d-nb.info/gnd/121769240
90860373,http://d-nb.info/gnd/121796833
90860187,http://d-nb.info/gnd/121794830
90859545,http://d-nb.info/gnd/121786935
90859316,http://d-nb.info/gnd/121785238
90857763,http://d-nb.info/gnd/121740811
90854136,http://d-nb.info/gnd/12176740X
09085411X,http://d-nb.info/gnd/121767035
09085389X,http://d-nb.info/gnd/121763692
90852818,http://d-nb.info/gnd/121754189
90852508,http://d-nb.info/gnd/121751775
90852400,http://d-nb.info/gnd/121042618
90845234,http://d-nb.info/gnd/12173367X
90844769,http://d-nb.info/gnd/120731398
90835859,http://d-nb.info/gnd/121727408
09083576X,http://d-nb.info/gnd/121726924
90835425,http://d-nb.info/gnd/121723712
90832450,http://d-nb.info/gnd/121694127
90831179,http://d-nb.info/gnd/121680525
90830830,http://d-nb.info/gnd/121281272
90830814,http://d-nb.info/gnd/121265498
90830695,http://d-nb.info/gnd/120072017
90830601,http://d-nb.info/gnd/11741428X
90830458,http://d-nb.info/gnd/116859830
90830210,http://d-nb.info/gnd/105545317
90821351,http://d-nb.info/gnd/121677206
09082105X,http://d-nb.info/gnd/12167679X
90821041,http://d-nb.info/gnd/121676781
90820940,http://d-nb.info/gnd/121676625
90819772,http://d-nb.info/gnd/121673596
90818202,http://d-nb.info/gnd/121669270
90817559,http://d-nb.info/gnd/121629716
90817524,http://d-nb.info/gnd/121572528
90817494,http://d-nb.info/gnd/121438325
09081746X,http://d-nb.info/gnd/12115548X
90817435,http://d-nb.info/gnd/120921693
90817389,http://d-nb.info/gnd/120388006
90817249,http://d-nb.info/gnd/117170488
90817109,http://d-nb.info/gnd/116008148
90817079,http://d-nb.info/gnd/115800948
90806980,http://d-nb.info/gnd/121654001
90806417,http://d-nb.info/gnd/12139199X
90806387,http://d-nb.info/gnd/120034867
90806247,http://d-nb.info/gnd/11565450X
90799844,http://d-nb.info/gnd/12164247X
09079981X,http://d-nb.info/gnd/121642402
90798988,http://d-nb.info/gnd/121515362
90795202,http://d-nb.info/gnd/12163115X
90791479,http://d-nb.info/gnd/121614204
90790804,http://d-nb.info/gnd/118006886
90790790,http://d-nb.info/gnd/118006533
90790707,http://d-nb.info/gnd/117364177
90790502,http://d-nb.info/gnd/116693509
90790499,http://d-nb.info/gnd/116657227
90790294,http://d-nb.info/gnd/116163828
90778502,http://d-nb.info/gnd/121607933
90777956,http://d-nb.info/gnd/121602753
90776968,http://d-nb.info/gnd/121596281
90768132,http://d-nb.info/gnd/121586618
90767993,http://d-nb.info/gnd/121585883
90767942,http://d-nb.info/gnd/121585646
90767411,http://d-nb.info/gnd/12158092X
90767179,http://d-nb.info/gnd/121579204
90766768,http://d-nb.info/gnd/121576531
90766369,http://d-nb.info/gnd/121575039
90766245,http://d-nb.info/gnd/121574725
90766237,http://d-nb.info/gnd/121574717
90765532,http://d-nb.info/gnd/121570894
90765516,http://d-nb.info/gnd/121570266
90765206,http://d-nb.info/gnd/117044873
90765168,http://d-nb.info/gnd/116843373
90765095,http://d-nb.info/gnd/115718532
90757467,http://d-nb.info/gnd/121555151
90757319,http://d-nb.info/gnd/121358763
90757173,http://d-nb.info/gnd/116850094
90757114,http://d-nb.info/gnd/115544909
90751558,http://d-nb.info/gnd/121549208
90751280,http://d-nb.info/gnd/121546004
